College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST,Year
5907,"Mohamed Sathak Engineering College, Sathak Nagar, East Coast Road, Pudhu Mayakulam, Kilakarai, Ramanathapuram District-623806.",CS,COMPUTER SCIENCE AND ENGINEERING,154.0,112.5,148.5,,,,110.5,,,2024
5910,"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",BM,BIO MEDICAL ENGINEERING,154.0,146.0,144.5,113.5,,,,,,2024
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",TS,Computer Science and Technology,154.0,141.5,136.5,130.0,,,,87.5,,2024
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",SC,Computer Science and Engineering (Cyber Security),153.5,143.5,151.5,143.0,,,112.5,107.0,,2024
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore District-632059.",CS,COMPUTER SCIENCE AND ENGINEERING,153.5,137.0,117.0,138.5,,,,97.0,,2024
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,153.5,146.5,132.0,143.5,,,,151.5,,2024
1422,"SRM Valliammai Engineering College (Autonomous), S.R.M. Nagar, Kattankulathur, Chengalpattu, Kancheepuram, Chennai-603203.",CE,CIVIL ENGINEERING,153.5,132.5,115.5,135.5,,,115.0,93.0,,2024
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",AD,Artificial Intelligence and Data Science,153.5,117.0,145.5,129.0,,,99.5,,,2024
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,CE,CIVIL ENGINEERING,153.5,122.5,106.5,142.5,,,133.5,101.5,,2024
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",BM,BIO MEDICAL ENGINEERING,153.5,137.5,,126.0,,,97.0,131.0,,2024
2357,"V.S.B. College of Engineering Technical Campus (Autonomous), S.F. No.91/2A,91/2B,252, 253/1, Solavampalayam Village, Kinathukadavu, Pollachi Taluk, Coimbatore District-642109.",AD,Artificial Intelligence and Data Science,153.5,141.5,121.0,131.0,,,110.0,117.5,102.5,2024
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",AD,Artificial Intelligence and Data Science,153.5,94.0,105.0,134.0,,,101.5,,,2024
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",ME,MECHANICAL ENGINEERING,153.5,143.0,125.5,142.0,,,,,,2024
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,PC,PETRO CHEMICAL TECHNOLOGY,153.0,131.5,92.5,130.5,,,97.5,134.5,129.0,2024
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",CS,COMPUTER SCIENCE AND ENGINEERING,153.0,136.5,138.5,140.5,,,104.5,97.5,,2024
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),153.0,135.5,,122.5,,,95.0,120.0,,2024
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),153.0,142.0,124.0,105.0,,,,,,2024
5921,"Syed Ammal Engineering College (Autonomous), Dr. E.M.Abdullah Campus, Lanthai, Achunthanvayal Post, Ramanathapuram-623502.",AD,Artificial Intelligence and Data Science,153.0,135.5,151.5,130.5,,,,,,2024
4954,"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215.",IT,INFORMATION TECHNOLOGY,153.0,134.0,146.5,,,,,,,2024
2357,"V.S.B. College of Engineering Technical Campus (Autonomous), S.F. No.91/2A,91/2B,252, 253/1, Solavampalayam Village, Kinathukadavu, Pollachi Taluk, Coimbatore District-642109.",IT,INFORMATION TECHNOLOGY,153.0,142.0,142.5,140.5,,,96.5,140.5,,2024
1420,"Tagore Engineering College, Rathinamangalam, Vandalur, Kanchipuram, Chennai-600127.",AD,Artificial Intelligence and Data Science,153.0,127.5,96.0,122.5,,,117.0,,,2024
1307,"Jerusalem College of Engineering (Autonomous), Velachery-Tambaram Main Road,Narayanapuram, Pallikkaranai,Chennai-600100.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152.5,139.0,,126.0,,,114.5,,,2024
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",IT,INFORMATION TECHNOLOGY,152.5,145.0,119.5,142.0,,,,101.0,101.0,2024
1311,"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",ME,MECHANICAL ENGINEERING,152.5,146.0,123.0,129.0,,,106.5,,,2024
2745,"Kathir College of Engineering (Autonomous), WISDOM TREE, Avinashi Road, Neelambur, Coimbatore-641062.",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,143.5,136.0,142.5,,,104.5,126.0,,2024
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",SC,Computer Science and Engineering (Cyber Security),152.5,137.5,,118.0,,,,,,2024
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,146.0,101.0,141.0,,,,,,2024
2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",ME,MECHANICAL ENGINEERING,152.5,138.0,146.5,138.5,,,,,,2024
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152.5,147.0,124.0,138.5,,,,,,2024
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",SC,Computer Science and Engineering (Cyber Security),152.5,132.0,151.0,136.5,,,89.5,110.5,,2024
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",AL,Artificial Intelligence and Machine Learning,152.0,125.5,136.0,138.0,,,,,,2024
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",AD,Artificial Intelligence and Data Science,152.0,140.0,140.5,118.5,,,94.5,,,2024
4955,"Francis Xavier Engineering College (Autonomous), 103 G2, By Pass Road, Vannarpettai, Tirunelveli-627003.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152.0,141.0,151.0,119.5,,,105.0,,,2024
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ME,MECHANICAL ENGINEERING,152.0,138.5,113.0,143.0,,,124.0,143.5,126.0,2024
1420,"Tagore Engineering College, Rathinamangalam, Vandalur, Kanchipuram, Chennai-600127.",CS,COMPUTER SCIENCE AND ENGINEERING,152.0,136.0,115.0,114.5,,,118.5,,,2024
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",CS,COMPUTER SCIENCE AND ENGINEERING,152.0,136.0,,134.5,,,103.0,,,2024
2608,"M.Kumarasamy College of Engineering (Autonomous), Thalavapalayam Post,Punjai Thottakkurichi Village, Karur Tk, Karur-639113.",EV,Electronics Engineering (VLSI Design and Technology),152.0,137.5,,118.5,,,,,,2024
1307,"Jerusalem College of Engineering (Autonomous), Velachery-Tambaram Main Road,Narayanapuram, Pallikkaranai,Chennai-600100.",SC,Computer Science and Engineering (Cyber Security),152.0,142.0,146.5,139.0,,,112.0,,,2024
3786,"M.A.M. School of Engineering (Autonomous), Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",AD,Artificial Intelligence and Data Science,152.0,102.0,,127.0,,,,,,2024
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,152.0,149.5,,141.5,,,93.5,,,2024
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,151.5,133.0,,143.5,,,118.0,,,2024
3843,"MRK Institute of Technology, Nattarmangalam Post, Kattumannarkoil, Cuddalore-608301.",IT,INFORMATION TECHNOLOGY,151.5,105.5,141.0,132.0,,,132.5,,,2024
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CS,COMPUTER SCIENCE AND ENGINEERING,151.5,116.5,124.0,131.5,,,109.5,,,2024
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",CS,COMPUTER SCIENCE AND ENGINEERING,151.5,144.0,131.5,132.0,,,112.5,117.5,106.5,2024
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,CS,COMPUTER SCIENCE AND ENGINEERING,151.5,139.5,120.0,130.5,,,127.0,,107.0,2024
1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,151.5,144.5,142.0,141.5,,,113.5,,,2024
3830,"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,151.5,145.5,143.5,129.0,,,102.0,,,2024
1310,"Misrimal Navajee Munoth Jain Engineering College, Guru Marudhar Kesari Building, Jyothi Nagar, Thorapakkam, Chennai-600097.",IT,INFORMATION TECHNOLOGY,151.5,129.0,139.5,129.5,,,,,,2024
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",EV,Electronics Engineering (VLSI Design and Technology),151.0,145.5,149.0,144.5,,,112.0,117.5,,2024
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",AE,AERONAUTICAL ENGINEERING,151.0,138.5,144.0,137.5,,,139.0,,126.5,2024
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore District-632059.",IT,INFORMATION TECHNOLOGY,151.0,135.5,,135.5,,,,,,2024
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",IT,INFORMATION TECHNOLOGY,151.0,140.5,145.0,138.5,,,,136.5,,2024
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",AD,Artificial Intelligence and Data Science,151.0,131.5,90.5,138.5,,,112.5,104.5,,2024
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,151.0,137.5,,131.0,,,110.5,131.0,,2024
2745,"Kathir College of Engineering (Autonomous), WISDOM TREE, Avinashi Road, Neelambur, Coimbatore-641062.",AD,Artificial Intelligence and Data Science,151.0,141.0,127.5,136.0,,,138.0,110.0,129.5,2024
2723,"Velalar College of Engineering and Technology (Autonomous), Perundurai Road Thindal Post, Erode-638012.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,151.0,142.5,132.5,135.5,,,,103.0,,2024
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",IT,INFORMATION TECHNOLOGY,151.0,125.0,130.5,130.0,,,125.0,126.0,,2024
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur Taluk & District-631203.",SC,Computer Science and Engineering (Cyber Security),151.0,144.0,117.0,142.0,,,114.0,,,2024
4917,"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",IT,INFORMATION TECHNOLOGY,151.0,140.5,146.5,126.5,,,,,,2024
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",IT,INFORMATION TECHNOLOGY,151.0,140.5,139.5,,,,,,,2024
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",CS,COMPUTER SCIENCE AND ENGINEERING,151.0,130.0,132.0,129.5,,,112.5,,,2024
2611,"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",CS,COMPUTER SCIENCE AND ENGINEERING,150.5,135.0,,133.0,,,,97.5,,2024
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),150.5,111.5,146.5,133.0,,,111.5,,,2024
4917,"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),150.5,137.0,,128.0,,,,,,2024
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ME,MECHANICAL ENGINEERING,150.5,131.5,138.5,130.5,,,133.5,119.5,,2024
1411,"Madha Engineering College, Madha Nagar,Somangalam Road, Kundrathur, Kanchipuram, Chennai-600069.",AD,Artificial Intelligence and Data Science,150.5,129.5,,,,,,,,2024
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,150.5,143.0,134.0,142.5,,,125.0,,,2024
2357,"V.S.B. College of Engineering Technical Campus (Autonomous), S.F. No.91/2A,91/2B,252, 253/1, Solavampalayam Village, Kinathukadavu, Pollachi Taluk, Coimbatore District-642109.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),150.5,141.0,115.0,134.5,,,107.5,101.5,142.5,2024
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",CE,CIVIL ENGINEERING,150.5,144.0,107.5,132.0,,,119.0,,,2024
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",CS,COMPUTER SCIENCE AND ENGINEERING,150.0,139.5,132.5,118.0,,,,,,2024
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",FT,FASHION TECHNOLOGY,150.0,142.5,138.0,123.0,,,87.0,,,2024
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",IT,INFORMATION TECHNOLOGY,150.0,143.5,143.0,,,,,,,2024
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.0,142.0,138.0,139.0,,,110.0,123.5,,2024
1137,"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517.",IT,INFORMATION TECHNOLOGY,150.0,134.0,134.0,133.0,,,,,,2024
2723,"Velalar College of Engineering and Technology (Autonomous), Perundurai Road Thindal Post, Erode-638012.",BM,BIO MEDICAL ENGINEERING,150.0,132.0,,113.5,,,89.0,130.0,,2024
4670,"Rohini College of Engineering and Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),150.0,142.0,135.0,,,,,,,2024
2607,"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,150.0,142.0,106.0,141.5,,,,133.0,,2024
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam Kanyakumari District 629004,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,150.0,138.0,138.5,,,,,,,2024
1317,"St. Joseph's College of Engineering (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",ME,MECHANICAL ENGINEERING,150.0,137.5,120.0,127.0,,,,,,2024
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",AD,Artificial Intelligence and Data Science,149.5,125.5,,,,,,,,2024
2752,"Nandha College of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,149.5,137.5,,115.0,,,,104.0,,2024
1306,"Jeppiaar Engineering College, Jeppiaar Nagar, Old Mammallapuram Road, Kanchipuram, Chennai-600119.",BT,BIO TECHNOLOGY,149.5,144.5,,127.5,,,122.0,,,2024
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",ME,MECHANICAL ENGINEERING,149.5,143.0,138.5,136.5,,,120.0,,,2024
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",AD,Artificial Intelligence and Data Science,149.5,141.0,137.0,122.5,,,,,,2024
3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiam, Tiruchirappalli-621215.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,149.0,142.0,124.5,141.5,,,108.5,121.0,,2024
3410,"Krishnasamy College of Engineering and Technology, Nellikuppam Main Road, S.Kumarapuram, Cuddalore-607109.",CS,COMPUTER SCIENCE AND ENGINEERING,149.0,127.5,166.5,128.0,,,125.0,,,2024
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",AD,Artificial Intelligence and Data Science,149.0,106.0,,122.5,,,132.5,135.0,,2024
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",CI,Computer Science and Engineering (Internet of Things),149.0,142.0,126.5,123.5,,,,,,2024
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",CE,CIVIL ENGINEERING,149.0,122.0,,133.5,,,,,,2024
1309,"Meenakshi Sundararajan Engineering College (Autonomous), C/O I.I.E.T Society No.363, Arcot Road, Kodambakkam, Chennai-600024.",ME,MECHANICAL ENGINEERING,149.0,125.0,113.0,120.5,,,118.5,,,2024
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",AD,Artificial Intelligence and Data Science,149.0,116.0,142.5,129.5,,,,,,2024
1120,"Velammal Engineering College (Autonomous), Velammal Nagar, Ambattur-Redhills Road, Surapet, Thiruvallur, Chennai-600066.",ME,MECHANICAL ENGINEERING,149.0,135.0,116.0,128.5,,,105.5,,,2024
2607,"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,149.0,143.0,125.5,143.0,,,,109.5,,2024
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",CE,CIVIL ENGINEERING,149.0,130.5,,,,,,,,2024
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",AD,Artificial Intelligence and Data Science,149.0,139.0,145.5,,,,,,,2024
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),149.0,139.0,140.0,,,,,,,2024
5022,University College of Engineering Dindigul Mangarai Pirivu Reddiyarchathiram Dindigul District 624622,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,149.0,136.5,146.5,122.5,,,115.5,114.5,,2024
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",BT,BIO TECHNOLOGY,148.5,135.5,156.0,120.5,,,110.5,108.0,,2024
1118,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College (Autonomous), 42, Veltech Road, Avadi, Morai, Thiruvallur-600062.",BM,BIO MEDICAL ENGINEERING,148.5,126.5,141.5,102.5,,,119.5,,,2024
2715,"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052.",IT,INFORMATION TECHNOLOGY,148.5,140.5,114.0,138.0,,,,134.5,,2024
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",AD,Artificial Intelligence and Data Science,148.5,133.5,133.5,132.0,,,,,,2024
2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",MZ,Mechatronics Engineering,148.5,142.5,114.5,122.0,,,,110.5,,2024
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",BT,BIO TECHNOLOGY,148.5,126.5,,126.0,,,,,,2024
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi, Perundurai (Tk), Erode District-638057.",AD,Artificial Intelligence and Data Science,148.5,134.5,104.0,135.0,,,86.5,132.5,,2024
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,148.5,134.5,147.0,,,,,,,2024
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148.5,95.0,119.0,125.0,,,120.5,,,2024
1225,"Loyola Institute of Technology, Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,148.5,142.0,144.0,136.5,,,,,,2024
1405,"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",AD,Artificial Intelligence and Data Science,148.5,127.5,133.5,119.5,,,109.0,,,2024
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",SC,Computer Science and Engineering (Cyber Security),148.5,129.0,140.5,129.5,,,123.5,145.0,133.5,2024
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore District-632059.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,148.5,124.5,139.0,123.5,,,,,,2024
2737,"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",SC,Computer Science and Engineering (Cyber Security),148.0,124.5,,102.0,,,121.5,,,2024
1137,"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517.",CS,COMPUTER SCIENCE AND ENGINEERING,148.0,131.0,141.5,129.5,,,103.5,112.5,,2024
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148.0,132.0,,119.0,,,103.0,,,2024
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",AG,AGRICULTURAL ENGINEERING,148.0,118.0,117.0,106.5,,,111.5,124.5,,2024
1405,"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",CS,COMPUTER SCIENCE AND ENGINEERING,148.0,127.0,141.0,121.5,,,,,,2024
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",CS,COMPUTER SCIENCE AND ENGINEERING,148.0,134.5,138.5,106.0,,,,107.5,,2024
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,148.0,137.5,143.5,,,,,,,2024
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,148.0,128.0,136.0,131.0,,,,,,2024
4917,"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,148.0,134.5,143.5,115.5,,,,,,2024
1409,"Karpaga Vinayaga College of Engineering and Technology, G.S.T. Road, Chinna Kolambakkam, Palayanoor Post, Madurantagam Taluk, Kancheepuram Dist-603308.",AD,Artificial Intelligence and Data Science,148.0,128.5,,124.5,,,101.0,,,2024
5986,"Velammal College of Engineering and Technology (Autonomous), Velammal Nagar, Viraganoor, Madurai -625009.",CE,CIVIL ENGINEERING,148.0,131.5,138.0,95.0,,,95.0,,,2024
5910,"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",ME,MECHANICAL ENGINEERING,148.0,130.0,146.0,108.0,,,,,,2024
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore-642109.",AD,Artificial Intelligence and Data Science,148.0,138.5,129.0,130.5,,,,123.5,,2024
2723,"Velalar College of Engineering and Technology (Autonomous), Perundurai Road Thindal Post, Erode-638012.",CE,CIVIL ENGINEERING,147.5,129.0,,116.5,,,,,,2024
2745,"Kathir College of Engineering (Autonomous), WISDOM TREE, Avinashi Road, Neelambur, Coimbatore-641062.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,147.5,127.0,128.5,140.5,,,110.0,120.0,,2024
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,147.5,144.0,135.5,139.0,,,110.5,104.5,,2024
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,147.5,142.0,161.0,132.0,,,104.0,117.0,,2024
