College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CE,CIVIL ENGINEERING,181.21,173.88,171.5,171,,,162.5,143,157.5
1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",IT,INFORMATION TECHNOLOGY,181.0,175.5,171.5,168.57,,,148.5,115.5,
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,181.0,175.745,167.5,164.5,,,160,81.5,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,181.0,177.5,163.5,170,,,120,,121.5
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CT,COMPUTER TECHNOLOGY,181.0,177.5,169.5,166,,,130.5,,
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,181.0,175.5,163,171.9,,,129,,
5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi, Madurai District 625019",CS,COMPUTER SCIENCE AND ENGINEERING,181.0,173,168.5,165,,,142.5,100,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,181.0,177,166,167.5,,,85,130.5,
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,CIVIL ENGINEERING (TAMIL MEDIUM),181.0,173,137,167,,,171,103,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",IT,INFORMATION TECHNOLOGY,181.0,177.5,174,174,,,146,143.5,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",CS,COMPUTER SCIENCE AND ENGINEERING,180.9,173,163,170.5,,,148,133.5,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",CS,COMPUTER SCIENCE AND ENGINEERING,180.75,177.5,162,167,,,113,,
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180.68,178,,169,,,130,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180.5,177,168.5,171.5,,,123,,
4974,"Government College of Engineering, Tirunelveli District 627007",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180.5,174,169,165.49,,,160.5,97.5,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",IT,INFORMATION TECHNOLOGY,180.5,179.5,171.03,172.5,,,138,153.5,136
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CD,COMPUTER SCIENCE AND DESIGN,180.405,177.5,162.5,164,,,,121.5,
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.395,175,160.415,172.5,,,155.5,95,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",CD,COMPUTER SCIENCE AND DESIGN,180.3333333,177,168,163,,,,,
1414,"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",CS,COMPUTER SCIENCE AND ENGINEERING,180.065,153.5,168.845,156.185,,,128.5,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,177,163.5,168,,,,,131
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AE,AERONAUTICAL ENGINEERING,180.0,165,167,154.5,,,137,,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",ME,MECHANICAL ENGINEERING,180.0,170.5,171,162.5,,,142,106.5,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",ME,MECHANICAL ENGINEERING,180.0,174,169,162.5,,,128,119.5,
5986,"Velammal College of Engineering and Technology, Madurai District 625009",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,174,176.5,153,,,,,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180.0,175,166.5,172,,,132.5,115.5,
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,173.5,162.5,164.5,,,121.5,,
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),180.0,174.5,169.5,164.5,,,146.5,,
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",CS,COMPUTER SCIENCE AND ENGINEERING,180.0,170,154,163,,,133.5,,
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,179.5,174.5,164.5,167,,,123,,119.5
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),179.5,175,162,163,,,119,132,
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",CI,Computer Science and Engineering (Internet of Things),179.5,175,178.5,170,,,139,,
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",BM,BIO MEDICAL ENGINEERING,179.5,165.5,171.45,152.5,,,117,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",SE,Information Science and Engineering,179.5,177,160,165.5,,,,,
1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,179.5,172,178.5,161,,,148.385,155,
1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",CY,Cyber Security,179.0,173.5,,169.89,,,145,141.5,
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AL,Artificial Intelligence and Machine Learning,179.0,173.5,168,170,,,142,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",PR,PRODUCTION ENGINEERING,179.0,171.5,164.685,169.5,,,141.5,120.5,
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,175,170.5,160,,,114.5,,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,179.0,175.5,164,166.5,,,124,102.5,
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",CS,COMPUTER SCIENCE AND ENGINEERING,179.0,168.5,163.5,165.5,,,130.5,124,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,179.0,174.5,159,163,,,95,104,
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District 639113",CS,COMPUTER SCIENCE AND ENGINEERING,178.5,171,148,163,,,129,,
1317,"St. Josephâ€™s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",AL,Artificial Intelligence and Machine Learning,178.5,173,171.5,168,,,115.5,,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",CH,CHEMICAL ENGINEERING,178.5,162.5,177.5,145,,,95,,
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",IT,INFORMATION TECHNOLOGY,178.5,170.5,159,171,,,129.5,,
5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",CS,COMPUTER SCIENCE AND ENGINEERING,178.5,173.5,170,162,,,100.5,,139
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,178.5,174.31,164.5,161,,,,,
3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",CS,COMPUTER SCIENCE AND ENGINEERING,178.0,169.775,158.5,168,,,157.5,153,100
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",MZ,Mechatronics Engineering,178.0,171,173.5,162,,,132.5,,
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",CS,COMPUTER SCIENCE AND ENGINEERING,178.0,167.5,167,160,,,134,96,109.5
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",IT,INFORMATION TECHNOLOGY,178.0,171,155.535,163,,,135.5,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",CE,CIVIL ENGINEERING,177.72,172.5,163,163,,,151.5,,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District 637504",CS,COMPUTER SCIENCE AND ENGINEERING,177.5,164,142,157.5,,,,108.5,113
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",IT,INFORMATION TECHNOLOGY,177.5,170,166,166.5,,,126.5,,100
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",SC,Computer Science and Engineering (Cyber Security),177.5,171,,165,,,130,106.5,
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,177.5,173,164,163.5,,,132,,
4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District 628503",IT,INFORMATION TECHNOLOGY,177.5,170,168.5,162,,,133,,
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",BM,BIO MEDICAL ENGINEERING,177.5,166,176,157.5,,,111.5,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),177.295,172,161.5,159,,,129,102.5,129.5
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,177.0,173,165.5,155.5,,,117.5,119,
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,COMPUTER SCIENCE AND ENGINEERING,177.0,160,167.5,170,,,140.5,148.5,
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District 637504",IT,INFORMATION TECHNOLOGY,177.0,163,156,162.5,,,,107.5,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",BM,BIO MEDICAL ENGINEERING,177.0,163.5,165.5,155,,,,,
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",AL,Artificial Intelligence and Machine Learning,177.0,163,166,163.5,,,94.5,,
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,177.0,170,161,161.5,,,130,,
3830,"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",CS,COMPUTER SCIENCE AND ENGINEERING,176.79,166.5,149,162,,,138,,129.5
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,176.55,167,131.5,164,,,146.045,125.5,161.41
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,176.5,172.5,167,158.5,,,,102.5,
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,TEXTILE TECHNOLOGY,176.5,166,174,159.5,,,156,124.5,131.5
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",IT,INFORMATION TECHNOLOGY,176.5,171,151.5,170.5,,,121.5,117.5,100.5
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",SC,Computer Science and Engineering (Cyber Security),176.5,170.5,159.5,162.5,,,127.5,160.5,128
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology), Tiruchirappalli District 620024",IT,INFORMATION TECHNOLOGY,176.5,165,169.5,165.5,,,146,87.5,117
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",IT,INFORMATION TECHNOLOGY,176.5,173,163,160.5,,,,,
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,176.5,169,165.5,161,,,129.5,,
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,176.5,173,157,166.5,,,150.5,155,151
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PS,PRODUCTION ENGINEERING (SANDWICH) (SS),176.5,169.5,169.5,160,,,126.5,89.5,
3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012",IT,INFORMATION TECHNOLOGY,176.1,164,160,167,,,143.5,,125.5
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",CE,CIVIL ENGINEERING,176.01,166,155,157.5,,,157,121.5,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",MZ,Mechatronics Engineering,176.0,170,161.5,157,,,110,112,
5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",CS,COMPUTER SCIENCE AND ENGINEERING,176.0,167,160.5,159.5,,,143.5,161.5,
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",CS,COMPUTER SCIENCE AND ENGINEERING,176.0,160.5,166,137,,,88,,
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",SC,Computer Science and Engineering (Cyber Security),176.0,168.305,169.5,162.5,,,131,,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",CE,CIVIL ENGINEERING,176.0,170.22,175.5,167.5,,,151,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,176.0,173.725,168.5,162,,,,,
2622,"V S B Engineering College, Kovai Road, Karur District 639111",CS,COMPUTER SCIENCE AND ENGINEERING,175.5,162,132.5,132.5,,,,,
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",IT,INFORMATION TECHNOLOGY,175.5,169.5,141,167.5,,,108,124.5,
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,169,154.5,162,,,129,,
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",CO,COMPUTER AND COMMUNICATION ENGINEERING,175.5,169,161,168.5,,,126.5,,
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,175.5,169,,163.13,,,125,,
1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,167.69,169,158,,,126.5,114.5,
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",IT,INFORMATION TECHNOLOGY,175.5,166.5,170,163.5,,,126.5,,
4971,"St. Xavier's Catholic College of Engineering, Chunkankadai, Nagercoil, Kanyakumari District 629807",CS,COMPUTER SCIENCE AND ENGINEERING,175.385,166,173,139,,,,,
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",SC,Computer Science and Engineering (Cyber Security),175.0,166.5,169.5,158.5,,,130,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,175.0,171.5,151,158.5,,,,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.0,167.5,138.5,161.5,,,,,106.5
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,175.0,168,156.5,161.5,,,117,,109.5
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,175.0,166.5,170,159,,,119.5,,
3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.0,164,151,159.5,,,136,113.5,91
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,175.0,168,137,151.5,,,,103,
1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.89,167,163.5,159,,,132,,
1414,"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",IT,INFORMATION TECHNOLOGY,174.56,162.295,129,156,,,112.5,,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",CS,COMPUTER SCIENCE AND ENGINEERING,174.5,163,136,152.5,,,132,134.5,151.755
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",TS,Computer Science and Technology,174.5,170.5,159,169,,,99,112.5,
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",CD,COMPUTER SCIENCE AND DESIGN,174.5,171.5,170.5,166.5,,,100,,
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",CS,COMPUTER SCIENCE AND ENGINEERING,174.5,159,163.5,150.5,,,,133.5,
4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District 628503",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.5,168.5,158.5,157.5,,,119,,
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,174.5,163,146,157,,,155.76,137,
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",ME,MECHANICAL ENGINEERING,174.5,164.5,166.5,159.5,,,128.5,97,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",BT,BIO TECHNOLOGY,174.4,156.5,163.755,154.5,,,,,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",ME,MECHANICAL ENGINEERING,174.0,163.5,150,159,,,143.5,144.87,144.285
1311,"K C G College of Technology, Karappakkam, Chennai 600096",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,174.0,160.5,169,161,,,131.5,,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",ME,MECHANICAL ENGINEERING,174.0,169.5,165.44,161.5,,,118,126,
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.0,168.53,161,160.5,,,130,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,174.0,160,157.5,156,,,121,,
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",IT,INFORMATION TECHNOLOGY,174.0,165,158.5,156.5,,,126.5,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",RM,ROBOTICS AND AUTOMATION,174.0,164.5,148,156.5,,,,80,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",CE,CIVIL ENGINEERING,173.605,164,149.5,156,,,129,144.78,
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638012",CS,COMPUTER SCIENCE AND ENGINEERING,173.5,165,131.5,148,,,91.5,115.5,
5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",IT,INFORMATION TECHNOLOGY,173.5,169,167,155.5,,,106.5,,
5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173.5,168.5,168,159.5,,,122.5,,
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CH,CHEMICAL ENGINEERING,173.5,164.5,166,150,,,,,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,173.5,163,152.56,164,,,140,137.5,165.5
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",MT,METALLURGICAL ENGINEERING,173.5,157.5,167,160.5,,,105.5,126,
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CS,COMPUTER SCIENCE AND ENGINEERING,173.5,163,154,156.5,,,121.5,,
1317,"St. Josephâ€™s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",BT,BIO TECHNOLOGY,173.5,161,173,146,,,142,,
4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District 628503",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173.5,167.5,162.5,156.5,,,111,,
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,173.5,167,150.5,163,,,,,
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,166.5,164.5,154,,,,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",SC,Computer Science and Engineering (Cyber Security),173.5,169.5,158.5,156,,,,,
1306,"Jeppiaar Engineering College, Old Mahabalipuram Road (OMR), Chennai 600119",CS,COMPUTER SCIENCE AND ENGINEERING,173.5,167,157.5,159.5,,,131.5,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173.5,168.5,157.5,158,,,103,,
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",RM,ROBOTICS AND AUTOMATION,173.5,166,164.5,163.78,,,127,,
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",IT,INFORMATION TECHNOLOGY,173.095,155,149,157,,,136,,
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),173.0,167.5,161,156,,,,,
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,CERAMIC TECHNOLOGY (SS),173.0,162,164,157,,,153,91,
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173.0,163.5,172,160.5,,,115.5,,
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",FD,FOOD TECHNOLOGY,173.0,163.5,122.5,152,,,146,139.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",FY,FASHION TECHNOLOGY (SS),173.0,167.845,169.5,150,,,139,140,121
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ME,MECHANICAL ENGINEERING,173.0,169.5,,159,,,120.5,,
5904,"K L N College of Engineering (Autonomous), Pottapalayam, Sivagangai District 630611",CS,COMPUTER SCIENCE AND ENGINEERING,173.0,164,167,139.5,,,,,
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",ME,MECHANICAL ENGINEERING,173.0,164,139.5,155.5,,,149.5,110,
2736,"Dr. N G P Institute of Technology (Autonomous), Kalapatti Road, Coimbatore District 641035",CS,COMPUTER SCIENCE AND ENGINEERING,173.0,163.5,156,150,,,95.5,,
1311,"K C G College of Technology, Karappakkam, Chennai 600096",CS,COMPUTER SCIENCE AND ENGINEERING,173.0,163,156,160.5,,,133.5,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",CS,COMPUTER SCIENCE AND ENGINEERING,173.0,168,156,156,,,,,98
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",BM,BIO MEDICAL ENGINEERING,172.68,165,148.5,152.5,,,120,120,
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,172.5,162.5,150.5,154,,,93.5,,
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109",IT,INFORMATION TECHNOLOGY,172.5,163,144,163,,,137,,
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,172.5,163.5,153,153.5,,,,,
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,172.5,164,149,159.5,,,120.5,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",BM,BIO MEDICAL ENGINEERING,172.0,113.5,115,107,,,,154.99,
